runID,random,runNumber,msgOutLevel,worldx,worldy,centerx,centery,buyer,seller,maxBiddingTries,unitTransportCost,neighborhoodSize,budget,sdbudget,search,bid,agr,util,sdp,range,steps,luFile,tpFile,lufile2,tpFile2,agents
1,51,1,0,61,61,31,31,400,3721,2,1,2,160,0,4000,1,0,0.5,0,0.75,2,lu_s_2011_11_23_11_12_52_532_2_1.asc,tprice_2011_11_23_11_12_52_648_2_1.asc,lu_s_2011_11_23_11_12_52_591_2_1.asc,tprice_2011_11_23_11_12_52_689_2_1.asc,trans_2011_11_23_11_12_43_579.csv
2,51,1,0,61,61,31,31,400,3721,2,1,2,160,0,4000,1,0,0.5,0.1,0.75,2,lu_s_2011_11_23_11_13_00_070_2_1.asc,tprice_2011_11_23_11_13_00_108_2_1.asc,lu_s_2011_11_23_11_13_00_105_2_1.asc,tprice_2011_11_23_11_13_00_116_2_1.asc,trans_2011_11_23_11_12_53_138.csv
3,51,1,0,61,61,31,31,400,3721,2,1,2,160,0,4000,1,0,0.5,0.2,0.75,2,lu_s_2011_11_23_11_13_07_084_2_1.asc,tprice_2011_11_23_11_13_07_119_2_1.asc,lu_s_2011_11_23_11_13_07_116_2_1.asc,tprice_2011_11_23_11_13_07_125_2_1.asc,trans_2011_11_23_11_13_00_126.csv
4,51,1,0,61,61,31,31,400,3721,2,1,2,160,0,4000,1,0,0.5,0.3,0.75,2,lu_s_2011_11_23_11_13_13_158_2_1.asc,tprice_2011_11_23_11_13_13_194_2_1.asc,lu_s_2011_11_23_11_13_13_188_2_1.asc,tprice_2011_11_23_11_13_13_199_2_1.asc,trans_2011_11_23_11_13_07_134.csv
5,51,1,0,61,61,31,31,400,3721,2,1,2,160,0,4000,1,0,0.5,0.4,0.75,2,lu_s_2011_11_23_11_13_19_617_2_1.asc,tprice_2011_11_23_11_13_19_673_2_1.asc,lu_s_2011_11_23_11_13_19_656_2_1.asc,tprice_2011_11_23_11_13_19_690_2_1.asc,trans_2011_11_23_11_13_13_220.csv
6,51,1,0,61,61,31,31,400,3721,2,1,2,160,0,4000,1,0,0.5,0.5,0.75,2,lu_s_2011_11_23_11_13_26_139_2_1.asc,tprice_2011_11_23_11_13_26_174_2_1.asc,lu_s_2011_11_23_11_13_26_171_2_1.asc,tprice_2011_11_23_11_13_26_178_2_1.asc,trans_2011_11_23_11_13_19_712.csv
7,51,1,0,61,61,31,31,400,3721,2,1,2,160,10,4000,1,0,0.5,0,0.75,2,lu_s_2011_11_23_11_13_32_514_2_1.asc,tprice_2011_11_23_11_13_32_545_2_1.asc,lu_s_2011_11_23_11_13_32_542_2_1.asc,tprice_2011_11_23_11_13_32_549_2_1.asc,trans_2011_11_23_11_13_26_190.csv
8,51,1,0,61,61,31,31,400,3721,2,1,2,160,10,4000,1,0,0.5,0.1,0.75,2,lu_s_2011_11_23_11_13_39_520_2_1.asc,tprice_2011_11_23_11_13_39_568_2_1.asc,lu_s_2011_11_23_11_13_39_558_2_1.asc,tprice_2011_11_23_11_13_39_572_2_1.asc,trans_2011_11_23_11_13_32_562.csv
9,51,1,0,61,61,31,31,400,3721,2,1,2,160,10,4000,1,0,0.5,0.2,0.75,2,lu_s_2011_11_23_11_13_47_067_2_1.asc,tprice_2011_11_23_11_13_47_145_2_1.asc,lu_s_2011_11_23_11_13_47_142_2_1.asc,tprice_2011_11_23_11_13_47_148_2_1.asc,trans_2011_11_23_11_13_39_587.csv
10,51,1,0,61,61,31,31,400,3721,2,1,2,160,10,4000,1,0,0.5,0.3,0.75,2,lu_s_2011_11_23_11_13_53_596_2_1.asc,tprice_2011_11_23_11_13_53_638_2_1.asc,lu_s_2011_11_23_11_13_53_634_2_1.asc,tprice_2011_11_23_11_13_53_642_2_1.asc,trans_2011_11_23_11_13_47_169.csv
11,51,1,0,61,61,31,31,400,3721,2,1,2,160,10,4000,1,0,0.5,0.4,0.75,2,lu_s_2011_11_23_11_13_59_942_2_1.asc,tprice_2011_11_23_11_14_00_209_2_1.asc,lu_s_2011_11_23_11_14_00_206_2_1.asc,tprice_2011_11_23_11_14_00_213_2_1.asc,trans_2011_11_23_11_13_53_654.csv
12,51,1,0,61,61,31,31,400,3721,2,1,2,160,10,4000,1,0,0.5,0.5,0.75,2,lu_s_2011_11_23_11_14_08_621_2_1.asc,tprice_2011_11_23_11_14_08_652_2_1.asc,lu_s_2011_11_23_11_14_08_645_2_1.asc,tprice_2011_11_23_11_14_08_657_2_1.asc,trans_2011_11_23_11_14_00_224.csv
13,51,1,0,61,61,31,31,400,3721,2,1,2,160,20,4000,1,0,0.5,0,0.75,2,lu_s_2011_11_23_11_14_16_236_2_1.asc,tprice_2011_11_23_11_14_16_255_2_1.asc,lu_s_2011_11_23_11_14_16_252_2_1.asc,tprice_2011_11_23_11_14_16_258_2_1.asc,trans_2011_11_23_11_14_08_668.csv
14,51,1,0,61,61,31,31,400,3721,2,1,2,160,20,4000,1,0,0.5,0.1,0.75,2,lu_s_2011_11_23_11_14_22_223_2_1.asc,tprice_2011_11_23_11_14_22_259_2_1.asc,lu_s_2011_11_23_11_14_22_256_2_1.asc,tprice_2011_11_23_11_14_22_262_2_1.asc,trans_2011_11_23_11_14_16_273.csv
15,51,1,0,61,61,31,31,400,3721,2,1,2,160,20,4000,1,0,0.5,0.2,0.75,2,lu_s_2011_11_23_11_14_28_717_2_1.asc,tprice_2011_11_23_11_14_28_879_2_1.asc,lu_s_2011_11_23_11_14_28_828_2_1.asc,tprice_2011_11_23_11_14_28_883_2_1.asc,trans_2011_11_23_11_14_22_277.csv
16,51,1,0,61,61,31,31,400,3721,2,1,2,160,20,4000,1,0,0.5,0.3,0.75,2,lu_s_2011_11_23_11_14_36_033_2_1.asc,tprice_2011_11_23_11_14_36_058_2_1.asc,lu_s_2011_11_23_11_14_36_055_2_1.asc,tprice_2011_11_23_11_14_36_062_2_1.asc,trans_2011_11_23_11_14_28_896.csv
17,51,1,0,61,61,31,31,400,3721,2,1,2,160,20,4000,1,0,0.5,0.4,0.75,2,lu_s_2011_11_23_11_14_43_183_2_1.asc,tprice_2011_11_23_11_14_43_188_2_1.asc,lu_s_2011_11_23_11_14_43_185_2_1.asc,tprice_2011_11_23_11_14_43_191_2_1.asc,trans_2011_11_23_11_14_36_078.csv
18,51,1,0,61,61,31,31,400,3721,2,1,2,160,20,4000,1,0,0.5,0.5,0.75,2,lu_s_2011_11_23_11_14_50_196_2_1.asc,tprice_2011_11_23_11_14_50_202_2_1.asc,lu_s_2011_11_23_11_14_50_200_2_1.asc,tprice_2011_11_23_11_14_50_205_2_1.asc,trans_2011_11_23_11_14_43_222.csv
19,51,1,0,61,61,31,31,400,3721,2,1,2,160,30,4000,1,0,0.5,0,0.75,2,lu_s_2011_11_23_11_14_56_916_2_1.asc,tprice_2011_11_23_11_14_56_920_2_1.asc,lu_s_2011_11_23_11_14_56_918_2_1.asc,tprice_2011_11_23_11_14_56_954_2_1.asc,trans_2011_11_23_11_14_50_214.csv
20,51,1,0,61,61,31,31,400,3721,2,1,2,160,30,4000,1,0,0.5,0.1,0.75,2,lu_s_2011_11_23_11_15_03_415_2_1.asc,tprice_2011_11_23_11_15_03_421_2_1.asc,lu_s_2011_11_23_11_15_03_418_2_1.asc,tprice_2011_11_23_11_15_03_424_2_1.asc,trans_2011_11_23_11_14_56_963.csv
21,51,1,0,61,61,31,31,400,3721,2,1,2,160,30,4000,1,0,0.5,0.2,0.75,2,lu_s_2011_11_23_11_15_10_365_2_1.asc,tprice_2011_11_23_11_15_10_373_2_1.asc,lu_s_2011_11_23_11_15_10_370_2_1.asc,tprice_2011_11_23_11_15_10_377_2_1.asc,trans_2011_11_23_11_15_03_444.csv
22,51,1,0,61,61,31,31,400,3721,2,1,2,160,30,4000,1,0,0.5,0.3,0.75,2,lu_s_2011_11_23_11_15_17_205_2_1.asc,tprice_2011_11_23_11_15_17_210_2_1.asc,lu_s_2011_11_23_11_15_17_207_2_1.asc,tprice_2011_11_23_11_15_17_212_2_1.asc,trans_2011_11_23_11_15_10_396.csv
23,51,1,0,61,61,31,31,400,3721,2,1,2,160,30,4000,1,0,0.5,0.4,0.75,2,lu_s_2011_11_23_11_15_23_211_2_1.asc,tprice_2011_11_23_11_15_23_215_2_1.asc,lu_s_2011_11_23_11_15_23_213_2_1.asc,tprice_2011_11_23_11_15_23_217_2_1.asc,trans_2011_11_23_11_15_17_227.csv
24,51,1,0,61,61,31,31,400,3721,2,1,2,160,30,4000,1,0,0.5,0.5,0.75,2,lu_s_2011_11_23_11_15_30_110_2_1.asc,tprice_2011_11_23_11_15_30_128_2_1.asc,lu_s_2011_11_23_11_15_30_124_2_1.asc,tprice_2011_11_23_11_15_30_132_2_1.asc,trans_2011_11_23_11_15_23_227.csv
25,51,1,0,61,61,31,31,400,3721,2,1,2,160,40,4000,1,0,0.5,0,0.75,2,lu_s_2011_11_23_11_15_36_365_2_1.asc,tprice_2011_11_23_11_15_36_369_2_1.asc,lu_s_2011_11_23_11_15_36_367_2_1.asc,tprice_2011_11_23_11_15_36_372_2_1.asc,trans_2011_11_23_11_15_30_144.csv
26,51,1,0,61,61,31,31,400,3721,2,1,2,160,40,4000,1,0,0.5,0.1,0.75,2,lu_s_2011_11_23_11_15_43_286_2_1.asc,tprice_2011_11_23_11_15_43_290_2_1.asc,lu_s_2011_11_23_11_15_43_288_2_1.asc,tprice_2011_11_23_11_15_43_293_2_1.asc,trans_2011_11_23_11_15_36_386.csv
27,51,1,0,61,61,31,31,400,3721,2,1,2,160,40,4000,1,0,0.5,0.2,0.75,2,lu_s_2011_11_23_11_15_50_036_2_1.asc,tprice_2011_11_23_11_15_50_040_2_1.asc,lu_s_2011_11_23_11_15_50_038_2_1.asc,tprice_2011_11_23_11_15_50_042_2_1.asc,trans_2011_11_23_11_15_43_321.csv
28,51,1,0,61,61,31,31,400,3721,2,1,2,160,40,4000,1,0,0.5,0.3,0.75,2,lu_s_2011_11_23_11_15_56_808_2_1.asc,tprice_2011_11_23_11_15_56_813_2_1.asc,lu_s_2011_11_23_11_15_56_810_2_1.asc,tprice_2011_11_23_11_15_56_815_2_1.asc,trans_2011_11_23_11_15_50_050.csv
29,51,1,0,61,61,31,31,400,3721,2,1,2,160,40,4000,1,0,0.5,0.4,0.75,2,lu_s_2011_11_23_11_16_03_777_2_1.asc,tprice_2011_11_23_11_16_03_781_2_1.asc,lu_s_2011_11_23_11_16_03_779_2_1.asc,tprice_2011_11_23_11_16_03_784_2_1.asc,trans_2011_11_23_11_15_56_826.csv
30,51,1,0,61,61,31,31,400,3721,2,1,2,160,40,4000,1,0,0.5,0.5,0.75,2,lu_s_2011_11_23_11_16_10_579_2_1.asc,tprice_2011_11_23_11_16_10_586_2_1.asc,lu_s_2011_11_23_11_16_10_583_2_1.asc,tprice_2011_11_23_11_16_10_589_2_1.asc,trans_2011_11_23_11_16_03_795.csv
31,51,1,0,61,61,31,31,400,3721,2,1,2,160,50,4000,1,0,0.5,0,0.75,2,lu_s_2011_11_23_11_16_17_386_2_1.asc,tprice_2011_11_23_11_16_17_390_2_1.asc,lu_s_2011_11_23_11_16_17_388_2_1.asc,tprice_2011_11_23_11_16_17_394_2_1.asc,trans_2011_11_23_11_16_10_624.csv
32,51,1,0,61,61,31,31,400,3721,2,1,2,160,50,4000,1,0,0.5,0.1,0.75,2,lu_s_2011_11_23_11_16_23_981_2_1.asc,tprice_2011_11_23_11_16_23_985_2_1.asc,lu_s_2011_11_23_11_16_23_983_2_1.asc,tprice_2011_11_23_11_16_23_988_2_1.asc,trans_2011_11_23_11_16_17_410.csv
33,51,1,0,61,61,31,31,400,3721,2,1,2,160,50,4000,1,0,0.5,0.2,0.75,2,lu_s_2011_11_23_11_16_30_446_2_1.asc,tprice_2011_11_23_11_16_30_450_2_1.asc,lu_s_2011_11_23_11_16_30_448_2_1.asc,tprice_2011_11_23_11_16_30_453_2_1.asc,trans_2011_11_23_11_16_24_000.csv
34,51,1,0,61,61,31,31,400,3721,2,1,2,160,50,4000,1,0,0.5,0.3,0.75,2,lu_s_2011_11_23_11_16_35_467_2_1.asc,tprice_2011_11_23_11_16_35_471_2_1.asc,lu_s_2011_11_23_11_16_35_469_2_1.asc,tprice_2011_11_23_11_16_35_474_2_1.asc,trans_2011_11_23_11_16_30_466.csv
35,51,1,0,61,61,31,31,400,3721,2,1,2,160,50,4000,1,0,0.5,0.4,0.75,2,lu_s_2011_11_23_11_16_40_831_2_1.asc,tprice_2011_11_23_11_16_40_835_2_1.asc,lu_s_2011_11_23_11_16_40_833_2_1.asc,tprice_2011_11_23_11_16_40_838_2_1.asc,trans_2011_11_23_11_16_35_482.csv
36,51,1,0,61,61,31,31,400,3721,2,1,2,160,50,4000,1,0,0.5,0.5,0.75,2,lu_s_2011_11_23_11_16_46_109_2_1.asc,tprice_2011_11_23_11_16_46_113_2_1.asc,lu_s_2011_11_23_11_16_46_111_2_1.asc,tprice_2011_11_23_11_16_46_116_2_1.asc,trans_2011_11_23_11_16_40_845.csv
37,51,1,0,61,61,31,31,400,3721,2,1,2,160,0,4000,400,0,0.5,0,0.75,208,lu_s_2011_11_23_11_24_51_727_208_1.asc,tprice_2011_11_23_11_24_51_731_208_1.asc,lu_s_2011_11_23_11_24_51_729_208_1.asc,tprice_2011_11_23_11_24_51_734_208_1.asc,trans_2011_11_23_11_16_46_129.csv
38,51,1,0,61,61,31,31,400,3721,2,1,2,160,0,4000,400,0,0.5,0.1,0.75,111,lu_s_2011_11_23_11_29_43_789_111_1.asc,tprice_2011_11_23_11_29_43_794_111_1.asc,lu_s_2011_11_23_11_29_43_791_111_1.asc,tprice_2011_11_23_11_29_43_798_111_1.asc,trans_2011_11_23_11_24_51_762.csv
39,51,1,0,61,61,31,31,400,3721,2,1,2,160,0,4000,400,0,0.5,0.2,0.75,104,lu_s_2011_11_23_11_34_30_160_104_1.asc,tprice_2011_11_23_11_34_30_164_104_1.asc,lu_s_2011_11_23_11_34_30_162_104_1.asc,tprice_2011_11_23_11_34_30_166_104_1.asc,trans_2011_11_23_11_29_43_808.csv
40,51,1,0,61,61,31,31,400,3721,2,1,2,160,0,4000,400,0,0.5,0.3,0.75,99,lu_s_2011_11_23_11_38_53_454_99_1.asc,tprice_2011_11_23_11_38_53_459_99_1.asc,lu_s_2011_11_23_11_38_53_457_99_1.asc,tprice_2011_11_23_11_38_53_462_99_1.asc,trans_2011_11_23_11_34_30_175.csv
41,51,1,0,61,61,31,31,400,3721,2,1,2,160,0,4000,400,0,0.5,0.4,0.75,86,lu_s_2011_11_23_11_42_31_595_86_1.asc,tprice_2011_11_23_11_42_31_599_86_1.asc,lu_s_2011_11_23_11_42_31_597_86_1.asc,tprice_2011_11_23_11_42_31_606_86_1.asc,trans_2011_11_23_11_38_53_471.csv
42,51,1,0,61,61,31,31,400,3721,2,1,2,160,0,4000,400,0,0.5,0.5,0.75,90,lu_s_2011_11_23_11_46_11_538_90_1.asc,tprice_2011_11_23_11_46_11_544_90_1.asc,lu_s_2011_11_23_11_46_11_542_90_1.asc,tprice_2011_11_23_11_46_11_548_90_1.asc,trans_2011_11_23_11_42_31_617.csv
43,51,1,0,61,61,31,31,400,3721,2,1,2,160,10,4000,400,0,0.5,0,0.75,208,lu_s_2011_11_23_11_54_19_229_208_1.asc,tprice_2011_11_23_11_54_19_235_208_1.asc,lu_s_2011_11_23_11_54_19_232_208_1.asc,tprice_2011_11_23_11_54_19_239_208_1.asc,trans_2011_11_23_11_46_11_590.csv
44,51,1,0,61,61,31,31,400,3721,2,1,2,160,10,4000,400,0,0.5,0.1,0.75,95,lu_s_2011_11_23_11_58_54_327_95_1.asc,tprice_2011_11_23_11_58_54_332_95_1.asc,lu_s_2011_11_23_11_58_54_329_95_1.asc,tprice_2011_11_23_11_58_54_335_95_1.asc,trans_2011_11_23_11_54_19_285.csv
45,51,1,0,61,61,31,31,400,3721,2,1,2,160,10,4000,400,0,0.5,0.2,0.75,99,lu_s_2011_11_23_12_03_34_780_99_1.asc,tprice_2011_11_23_12_03_34_787_99_1.asc,lu_s_2011_11_23_12_03_34_784_99_1.asc,tprice_2011_11_23_12_03_34_790_99_1.asc,trans_2011_11_23_11_58_54_369.csv
46,51,1,0,61,61,31,31,400,3721,2,1,2,160,10,4000,400,0,0.5,0.3,0.75,100,lu_s_2011_11_23_12_08_34_199_100_1.asc,tprice_2011_11_23_12_08_34_259_100_1.asc,lu_s_2011_11_23_12_08_34_201_100_1.asc,tprice_2011_11_23_12_08_34_274_100_1.asc,trans_2011_11_23_12_03_34_812.csv
47,51,1,0,61,61,31,31,400,3721,2,1,2,160,10,4000,400,0,0.5,0.4,0.75,85,lu_s_2011_11_23_12_12_14_334_85_1.asc,tprice_2011_11_23_12_12_14_370_85_1.asc,lu_s_2011_11_23_12_12_14_367_85_1.asc,tprice_2011_11_23_12_12_14_374_85_1.asc,trans_2011_11_23_12_08_34_284.csv
48,51,1,0,61,61,31,31,400,3721,2,1,2,160,10,4000,400,0,0.5,0.5,0.75,96,lu_s_2011_11_23_12_16_25_191_96_1.asc,tprice_2011_11_23_12_16_25_200_96_1.asc,lu_s_2011_11_23_12_16_25_193_96_1.asc,tprice_2011_11_23_12_16_25_251_96_1.asc,trans_2011_11_23_12_12_14_383.csv
49,51,1,0,61,61,31,31,400,3721,2,1,2,160,20,4000,400,0,0.5,0,0.75,208,lu_s_2011_11_23_12_25_08_116_208_1.asc,tprice_2011_11_23_12_25_08_222_208_1.asc,lu_s_2011_11_23_12_25_08_167_208_1.asc,tprice_2011_11_23_12_25_08_225_208_1.asc,trans_2011_11_23_12_16_25_268.csv
50,51,1,0,61,61,31,31,400,3721,2,1,2,160,20,4000,400,0,0.5,0.1,0.75,99,lu_s_2011_11_23_12_29_46_076_99_1.asc,tprice_2011_11_23_12_29_46_108_99_1.asc,lu_s_2011_11_23_12_29_46_105_99_1.asc,tprice_2011_11_23_12_29_46_113_99_1.asc,trans_2011_11_23_12_25_08_235.csv
51,51,1,0,61,61,31,31,400,3721,2,1,2,160,20,4000,400,0,0.5,0.2,0.75,100,lu_s_2011_11_23_12_33_50_401_100_1.asc,tprice_2011_11_23_12_33_50_463_100_1.asc,lu_s_2011_11_23_12_33_50_453_100_1.asc,tprice_2011_11_23_12_33_50_486_100_1.asc,trans_2011_11_23_12_29_46_122.csv
52,51,1,0,61,61,31,31,400,3721,2,1,2,160,20,4000,400,0,0.5,0.3,0.75,109,lu_s_2011_11_23_12_38_11_595_109_1.asc,tprice_2011_11_23_12_38_11_638_109_1.asc,lu_s_2011_11_23_12_38_11_627_109_1.asc,tprice_2011_11_23_12_38_11_647_109_1.asc,trans_2011_11_23_12_33_50_512.csv
53,51,1,0,61,61,31,31,400,3721,2,1,2,160,20,4000,400,0,0.5,0.4,0.75,97,lu_s_2011_11_23_12_41_33_996_97_1.asc,tprice_2011_11_23_12_41_34_036_97_1.asc,lu_s_2011_11_23_12_41_34_033_97_1.asc,tprice_2011_11_23_12_41_34_039_97_1.asc,trans_2011_11_23_12_38_11_663.csv
54,51,1,0,61,61,31,31,400,3721,2,1,2,160,20,4000,400,0,0.5,0.5,0.75,97,lu_s_2011_11_23_12_44_41_864_97_1.asc,tprice_2011_11_23_12_44_41_912_97_1.asc,lu_s_2011_11_23_12_44_41_903_97_1.asc,tprice_2011_11_23_12_44_41_921_97_1.asc,trans_2011_11_23_12_41_34_049.csv
55,51,1,0,61,61,31,31,400,3721,2,1,2,160,30,4000,400,0,0.5,0,0.75,208,lu_s_2011_11_23_12_51_09_536_208_1.asc,tprice_2011_11_23_12_51_09_570_208_1.asc,lu_s_2011_11_23_12_51_09_567_208_1.asc,tprice_2011_11_23_12_51_09_575_208_1.asc,trans_2011_11_23_12_44_41_935.csv
56,51,1,0,61,61,31,31,400,3721,2,1,2,160,30,4000,400,0,0.5,0.1,0.75,98,lu_s_2011_11_23_12_54_45_492_98_1.asc,tprice_2011_11_23_12_54_45_539_98_1.asc,lu_s_2011_11_23_12_54_45_530_98_1.asc,tprice_2011_11_23_12_54_45_548_98_1.asc,trans_2011_11_23_12_51_09_585.csv
57,51,1,0,61,61,31,31,400,3721,2,1,2,160,30,4000,400,0,0.5,0.2,0.75,100,lu_s_2011_11_23_12_58_07_340_100_1.asc,tprice_2011_11_23_12_58_07_381_100_1.asc,lu_s_2011_11_23_12_58_07_370_100_1.asc,tprice_2011_11_23_12_58_07_391_100_1.asc,trans_2011_11_23_12_54_45_584.csv
58,51,1,0,61,61,31,31,400,3721,2,1,2,160,30,4000,400,0,0.5,0.3,0.75,104,lu_s_2011_11_23_13_01_52_965_104_1.asc,tprice_2011_11_23_13_01_53_011_104_1.asc,lu_s_2011_11_23_13_01_53_004_104_1.asc,tprice_2011_11_23_13_01_53_019_104_1.asc,trans_2011_11_23_12_58_07_405.csv
59,51,1,0,61,61,31,31,400,3721,2,1,2,160,30,4000,400,0,0.5,0.4,0.75,96,lu_s_2011_11_23_13_05_01_384_96_1.asc,tprice_2011_11_23_13_05_01_425_96_1.asc,lu_s_2011_11_23_13_05_01_421_96_1.asc,tprice_2011_11_23_13_05_01_428_96_1.asc,trans_2011_11_23_13_01_53_033.csv
60,51,1,0,61,61,31,31,400,3721,2,1,2,160,30,4000,400,0,0.5,0.5,0.75,95,lu_s_2011_11_23_13_08_05_698_95_1.asc,tprice_2011_11_23_13_08_05_730_95_1.asc,lu_s_2011_11_23_13_08_05_728_95_1.asc,tprice_2011_11_23_13_08_05_733_95_1.asc,trans_2011_11_23_13_05_01_436.csv
61,51,1,0,61,61,31,31,400,3721,2,1,2,160,40,4000,400,0,0.5,0,0.75,297,lu_s_2011_11_23_13_17_57_864_297_1.asc,tprice_2011_11_23_13_17_57_896_297_1.asc,lu_s_2011_11_23_13_17_57_894_297_1.asc,tprice_2011_11_23_13_17_57_900_297_1.asc,trans_2011_11_23_13_08_05_740.csv
62,51,1,0,61,61,31,31,400,3721,2,1,2,160,40,4000,400,0,0.5,0.1,0.75,95,lu_s_2011_11_23_13_21_40_655_95_1.asc,tprice_2011_11_23_13_21_40_694_95_1.asc,lu_s_2011_11_23_13_21_40_692_95_1.asc,tprice_2011_11_23_13_21_40_697_95_1.asc,trans_2011_11_23_13_17_57_907.csv
63,51,1,0,61,61,31,31,400,3721,2,1,2,160,40,4000,400,0,0.5,0.2,0.75,90,lu_s_2011_11_23_13_24_50_133_90_1.asc,tprice_2011_11_23_13_24_50_160_90_1.asc,lu_s_2011_11_23_13_24_50_158_90_1.asc,tprice_2011_11_23_13_24_50_163_90_1.asc,trans_2011_11_23_13_21_40_704.csv
64,51,1,0,61,61,31,31,400,3721,2,1,2,160,40,4000,400,0,0.5,0.3,0.75,104,lu_s_2011_11_23_13_28_34_583_104_1.asc,tprice_2011_11_23_13_28_34_615_104_1.asc,lu_s_2011_11_23_13_28_34_613_104_1.asc,tprice_2011_11_23_13_28_34_618_104_1.asc,trans_2011_11_23_13_24_50_170.csv
65,51,1,0,61,61,31,31,400,3721,2,1,2,160,40,4000,400,0,0.5,0.4,0.75,98,lu_s_2011_11_23_13_31_41_167_98_1.asc,tprice_2011_11_23_13_31_41_202_98_1.asc,lu_s_2011_11_23_13_31_41_199_98_1.asc,tprice_2011_11_23_13_31_41_207_98_1.asc,trans_2011_11_23_13_28_34_625.csv
66,51,1,0,61,61,31,31,400,3721,2,1,2,160,40,4000,400,0,0.5,0.5,0.75,101,lu_s_2011_11_23_13_34_56_498_101_1.asc,tprice_2011_11_23_13_34_56_542_101_1.asc,lu_s_2011_11_23_13_34_56_535_101_1.asc,tprice_2011_11_23_13_34_56_552_101_1.asc,trans_2011_11_23_13_31_41_219.csv
67,51,1,0,61,61,31,31,400,3721,2,1,2,160,50,4000,400,0,0.5,0,0.75,205,lu_s_2011_11_23_13_41_13_213_205_1.asc,tprice_2011_11_23_13_41_13_245_205_1.asc,lu_s_2011_11_23_13_41_13_243_205_1.asc,tprice_2011_11_23_13_41_13_249_205_1.asc,trans_2011_11_23_13_34_56_569.csv
68,51,1,0,61,61,31,31,400,3721,2,1,2,160,50,4000,400,0,0.5,0.1,0.75,103,lu_s_2011_11_23_13_44_21_362_103_1.asc,tprice_2011_11_23_13_44_21_399_103_1.asc,lu_s_2011_11_23_13_44_21_397_103_1.asc,tprice_2011_11_23_13_44_21_403_103_1.asc,trans_2011_11_23_13_41_13_264.csv
69,51,1,0,61,61,31,31,400,3721,2,1,2,160,50,4000,400,0,0.5,0.2,0.75,87,lu_s_2011_11_23_13_47_34_156_87_1.asc,tprice_2011_11_23_13_47_34_194_87_1.asc,lu_s_2011_11_23_13_47_34_187_87_1.asc,tprice_2011_11_23_13_47_34_203_87_1.asc,trans_2011_11_23_13_44_21_410.csv
70,51,1,0,61,61,31,31,400,3721,2,1,2,160,50,4000,400,0,0.5,0.3,0.75,92,lu_s_2011_11_23_13_51_06_647_92_1.asc,tprice_2011_11_23_13_51_06_689_92_1.asc,lu_s_2011_11_23_13_51_06_681_92_1.asc,tprice_2011_11_23_13_51_06_700_92_1.asc,trans_2011_11_23_13_47_34_221.csv
71,51,1,0,61,61,31,31,400,3721,2,1,2,160,50,4000,400,0,0.5,0.4,0.75,105,lu_s_2011_11_23_13_54_20_674_105_1.asc,tprice_2011_11_23_13_54_20_746_105_1.asc,lu_s_2011_11_23_13_54_20_739_105_1.asc,tprice_2011_11_23_13_54_20_750_105_1.asc,trans_2011_11_23_13_51_06_715.csv
